5.299478304630535604e+03,5.316072344050827269e+03,5.332215185150684192e+03,5.350201506508753482e+03,5.370841027704914268e+03,5.391582594923232136e+03,5.408066178057997604e+03,5.422311897825894448e+03,5.436432493750784488e+03,5.448697788042818502e+03,5.459015923071960970e+03,5.467027280593599244e+03,5.477379038634599965e+03,5.490557171282820491e+03,5.502345085396325885e+03,5.515072711347812401e+03,5.529069775707489498e+03,5.542927242912741349e+03,5.558738396871892292e+03,5.575144520150159224e+03,5.587700305110490262e+03,5.599790425780123769e+03
5.302294616269391554e+03,5.317499027778945674e+03,5.333885034990115855e+03,5.351108251775192002e+03,5.370259532655682960e+03,5.387443980216009550e+03,5.403021434517854686e+03,5.417278044116937963e+03,5.432146772082821371e+03,5.442928522426432210e+03,5.452206106647024171e+03,5.459898497322397816e+03,5.471168042097206126e+03,5.483092701238203517e+03,5.494149198224318752e+03,5.506808531227568892e+03,5.520621370825959275e+03,5.534627034115753304e+03,5.548459750243458075e+03,5.564234090876357186e+03,5.577394121927504784e+03,5.587835273428858272e+03
5.300208714093522758e+03,5.314463098839484701e+03,5.331297790006352443e+03,5.349252245887392746e+03,5.366775172866996400e+03,5.383496021761911834e+03,5.398845699833687831e+03,5.413028054220750164e+03,5.426500521741148077e+03,5.437897697057405821e+03,5.446427112080049483e+03,5.453667990260166334e+03,5.464564149535817705e+03,5.476285320276873790e+03,5.487284175068310105e+03,5.499763907735432440e+03,5.512880646644299304e+03,5.526630838303557539e+03,5.539074525688600261e+03,5.553647078115919612e+03,5.568544067007710510e+03,5.580478085710099549e+03
5.292400935287862012e+03,5.306765553027275018e+03,5.325246964847598974e+03,5.344756980260097407e+03,5.363739346078296876e+03,5.379485989177324882e+03,5.394680235661919141e+03,5.408838177836792966e+03,5.420774788328693830e+03,5.432873962895707336e+03,5.441934579517809652e+03,5.448856829061052849e+03,5.458796975175160696e+03,5.469416118744712549e+03,5.480680000787180688e+03,5.492107235121748090e+03,5.504508380129482248e+03,5.517804971187929368e+03,5.530282848159805326e+03,5.542737039951997758e+03,5.556489329206550792e+03,5.570411950352698113e+03
5.282645276886697502e+03,5.297954305427664622e+03,5.316076765203275500e+03,5.337352917499861178e+03,5.359496126223642023e+03,5.375399675089202901e+03,5.391793095359244035e+03,5.406748237319029613e+03,5.418319841218971305e+03,5.430082838590220490e+03,5.439807203434563235e+03,5.445639787719140259e+03,5.454197447025735528e+03,5.464397058774224206e+03,5.474587926485480239e+03,5.485179652238783092e+03,5.496805792356873098e+03,5.509391155379549673e+03,5.521422673478480647e+03,5.534411281987951043e+03,5.546630872592552805e+03,5.558901698405747993e+03
5.270751974746681299e+03,5.287759565997915161e+03,5.307184109075295055e+03,5.329648897383503027e+03,5.351346678511571554e+03,5.371722179427207266e+03,5.391669669737697404e+03,5.407143987914490936e+03,5.419187230337339315e+03,5.430313078537556976e+03,5.440093255379357288e+03,5.445140716611516837e+03,5.452291616509097366e+03,5.461331718523716518e+03,5.470496209620650006e+03,5.479729461574138440e+03,5.490046363246832698e+03,5.501532895173150791e+03,5.512818975811606833e+03,5.525035747870333580e+03,5.538484218753281311e+03,5.550720366070392629e+03
5.258264879812526488e+03,5.277610883365618065e+03,5.298576384156975109e+03,5.321979644938614001e+03,5.345116887107822549e+03,5.371388087832533529e+03,5.393348745866995159e+03,5.409575603520221193e+03,5.423627664772355274e+03,5.433279463675850820e+03,5.441626984230189009e+03,5.446061295628214793e+03,5.452507606503787429e+03,5.460509810975492655e+03,5.468205013190987302e+03,5.476123561407105626e+03,5.485365383378740262e+03,5.495549392947839806e+03,5.505310749409040909e+03,5.516247504088009919e+03,5.530768869033540795e+03,5.547097342154312173e+03
5.249066193887190821e+03,5.270430796337344873e+03,5.292965424129286475e+03,5.318950465025749509e+03,5.348049946173132412e+03,5.377457903482288202e+03,5.399076014959452550e+03,5.416736891451713745e+03,5.431063145231438284e+03,5.440614412299823925e+03,5.446732805307619856e+03,5.450364599830842053e+03,5.454713425627533979e+03,5.461778339851290184e+03,5.468508881072206350e+03,5.474890284182431969e+03,5.482750846568778798e+03,5.492766542470943023e+03,5.502621741900761663e+03,5.513891171734578165e+03,5.529887104575243029e+03,5.547688860398079669e+03
5.243124510778469812e+03,5.269356407573755860e+03,5.297352571768637972e+03,5.326611246204664894e+03,5.358493193054422591e+03,5.386459135247328049e+03,5.409560480672548692e+03,5.428306247832925692e+03,5.441515426364692757e+03,5.451222454968766215e+03,5.457345842846199957e+03,5.460272605841363657e+03,5.463845148328417963e+03,5.469379865751336183e+03,5.474523577691550599e+03,5.479808022928318678e+03,5.487679338101730536e+03,5.495955872331918727e+03,5.505008089558087704e+03,5.516934504234573069e+03,5.531131997718894127e+03,5.550235050474281707e+03
5.242546988842903374e+03,5.269708899153630227e+03,5.301854298147203735e+03,5.336435856561279252e+03,5.373014305115561910e+03,5.400583243888712786e+03,5.424178711309413302e+03,5.443065588238700002e+03,5.455534080487186657e+03,5.466560589513501327e+03,5.470583123194912332e+03,5.473636390652570299e+03,5.476975011918378186e+03,5.480277327998420333e+03,5.483820673525378879e+03,5.490066039076848028e+03,5.497015639814973838e+03,5.503708843938936297e+03,5.511630811078294755e+03,5.525402138170792568e+03,5.541945379020118708e+03,5.561019994071936708e+03
5.241895497042673924e+03,5.275447287717454856e+03,5.309241663310824151e+03,5.348431509556219680e+03,5.386557290694276162e+03,5.417114188014356841e+03,5.442521248945434309e+03,5.461513754149024862e+03,5.475230755217285150e+03,5.484253123701132608e+03,5.489557339961604157e+03,5.492493478568913815e+03,5.494581711118312342e+03,5.497033532655904310e+03,5.500358008211084780e+03,5.506331431381957373e+03,5.512437193711642976e+03,5.521053829246789064e+03,5.529458508319611610e+03,5.543425800230869754e+03,5.559803070291328368e+03,5.579678688701208557e+03
5.250601010417290126e+03,5.281932113541768558e+03,5.320238736287141364e+03,5.362588380292240799e+03,5.400655649232050564e+03,5.432679115158951390e+03,5.461097665773469089e+03,5.482659545213366073e+03,5.496665117964695128e+03,5.505088497270352491e+03,5.510091967591748471e+03,5.513367495234833768e+03,5.517381712357163451e+03,5.521447302864963603e+03,5.526038510910049808e+03,5.530043336876809917e+03,5.537604853159762570e+03,5.546220293544143715e+03,5.556903347815557026e+03,5.570430473444386735e+03,5.584321119493829428e+03,5.602374941485898489e+03
5.260367477614527161e+03,5.288262013767971439e+03,5.329241633410142640e+03,5.377489428178989328e+03,5.414444846563930696e+03,5.451144815417888822e+03,5.484749231942731967e+03,5.506404994047428772e+03,5.518752301521018126e+03,5.527592844011086527e+03,5.533544434357195314e+03,5.537680559541483490e+03,5.542969223496423183e+03,5.547270846697502748e+03,5.552232983960826459e+03,5.559352694728707320e+03,5.566855077615547088e+03,5.575308113491164477e+03,5.586000278517068182e+03,5.599130255482661596e+03,5.612493601174614014e+03,5.628697651708982448e+03
5.266807286895694233e+03,5.295218831311815848e+03,5.340860078675799741e+03,5.391341165006392657e+03,5.433884592333762157e+03,5.473770688256915491e+03,5.507264666405855678e+03,5.527133757759466789e+03,5.539599116116592995e+03,5.550527506761284712e+03,5.558079431953889980e+03,5.564279695046050620e+03,5.569872065773396571e+03,5.574919587273812795e+03,5.580656301113495829e+03,5.588921555085893488e+03,5.597313442062404647e+03,5.606196289085054559e+03,5.616346075233922420e+03,5.628268344250780501e+03,5.640158986462847679e+03,5.656318326461334436e+03
5.272329606101050558e+03,5.307432241244890974e+03,5.356219399176489787e+03,5.407157174393274545e+03,5.453741259061908750e+03,5.494867403680002099e+03,5.526761063047370953e+03,5.550450431159476466e+03,5.563003582274997825e+03,5.575568424525116825e+03,5.582630262209245302e+03,5.590083606045993292e+03,5.596038467537870929e+03,5.602786262880038521e+03,5.610044962786387259e+03,5.617799480784715342e+03,5.626306444658675900e+03,5.635429017942611608e+03,5.644752177431048040e+03,5.655249405135687994e+03,5.668514364932543685e+03,5.685119639511642163e+03
5.283862630648061895e+03,5.322925831676175221e+03,5.371541292730782516e+03,5.425347309471139852e+03,5.474777831859663820e+03,5.518697148043727793e+03,5.548498354000278596e+03,5.572785879789137653e+03,5.589197161822065937e+03,5.599117596929309912e+03,5.607918208512848651e+03,5.617169340838702738e+03,5.623655950844817198e+03,5.630477376706937321e+03,5.637861553016610742e+03,5.646077543038254589e+03,5.654987345383856336e+03,5.663670300865487661e+03,5.671910611796249214e+03,5.681382703563495852e+03,5.694511867454262756e+03,5.707129128397248678e+03
5.299930393986887793e+03,5.341596580426174114e+03,5.395694789715024854e+03,5.448120245397338294e+03,5.499787688194256589e+03,5.540786255611948036e+03,5.570240935615704075e+03,5.595358413595729871e+03,5.613239969105581622e+03,5.623307437112830485e+03,5.634479153800480162e+03,5.643312501750369847e+03,5.651177506997216369e+03,5.657457728457904523e+03,5.664949860236262793e+03,5.672964272720172630e+03,5.681443994385822407e+03,5.690174101086790870e+03,5.697160907743504140e+03,5.705873458285135712e+03,5.715311611063731107e+03,5.726584641963263493e+03
5.319542345542909970e+03,5.371131344579984216e+03,5.421714831054458045e+03,5.474657592755113910e+03,5.523935283482341219e+03,5.561859182918772603e+03,5.592729164493033750e+03,5.618368437828219612e+03,5.634608101738639562e+03,5.646455794585105650e+03,5.657050167836023320e+03,5.666499944797021271e+03,5.675518231623325846e+03,5.682932766453886870e+03,5.691477783662928232e+03,5.699506728751175615e+03,5.707095567494009629e+03,5.713737509009721180e+03,5.721100676670571374e+03,5.728476504984923849e+03,5.734589568248311480e+03,5.744474290579900298e+03
5.350642193158471855e+03,5.398858197389225097e+03,5.450937629815982291e+03,5.501037610349948409e+03,5.546449636123920754e+03,5.583005011318363358e+03,5.611795796154295203e+03,5.634230790081587656e+03,5.651849426040125763e+03,5.665359940392178032e+03,5.677449724152789713e+03,5.690189004639437371e+03,5.700935937338593249e+03,5.708972797064230690e+03,5.717120383347412826e+03,5.724542516790162153e+03,5.731671299102544253e+03,5.737529652856770554e+03,5.742960773385283574e+03,5.748071820697273324e+03,5.753225540159078264e+03,5.761483484552519258e+03
5.380440294745145366e+03,5.426654534435276219e+03,5.476519193414254914e+03,5.521498347469199871e+03,5.564408294746219326e+03,5.598305865059919597e+03,5.624028898482980367e+03,5.645555953930609576e+03,5.664871015548399555e+03,5.680222601721125102e+03,5.694949533767902722e+03,5.709094887663293775e+03,5.720133162675449057e+03,5.729249535765508881e+03,5.737534660678619730e+03,5.744640402397498292e+03,5.751238966366126988e+03,5.756251944013790308e+03,5.761214567750388596e+03,5.766343081237549086e+03,5.771927241037299609e+03,5.777507698871067987e+03
5.408095010972003365e+03,5.450580601303981894e+03,5.496387293985667384e+03,5.536949099920254412e+03,5.576187007363825614e+03,5.610909013780340501e+03,5.634412952006734486e+03,5.655195643470585310e+03,5.674487759079716852e+03,5.691732917140481732e+03,5.708219881283146606e+03,5.722848013378848009e+03,5.734756642622739491e+03,5.744580437090751730e+03,5.753601040116052900e+03,5.763094652853366824e+03,5.771173357702896283e+03,5.777512270596536837e+03,5.783679255553342955e+03,5.788931399375370347e+03,5.791378085110317443e+03,5.795709871449645107e+03
5.431140481922999243e+03,5.470513578075230726e+03,5.511748867729052108e+03,5.550033354728642735e+03,5.586377542692694988e+03,5.620279897529700975e+03,5.642131135431772236e+03,5.663010818646895132e+03,5.682962022716000320e+03,5.701078722063503847e+03,5.717557461678767140e+03,5.732594303579367079e+03,5.745666640754873697e+03,5.757457192533389389e+03,5.769273276220659682e+03,5.779984977723755946e+03,5.789608450870593515e+03,5.797734634906531028e+03,5.804201867438433510e+03,5.808171844076218804e+03,5.811325178618410973e+03,5.815961880686077166e+03
5.450713656173087656e+03,5.484921156788166627e+03,5.524299118121340143e+03,5.560756394710349014e+03,5.596469301489569261e+03,5.624817418687102872e+03,5.648008404595231696e+03,5.669565843597544699e+03,5.689540057394586256e+03,5.707399396476641414e+03,5.725199856576829916e+03,5.740106757440984438e+03,5.756363026629476735e+03,5.771196662725406895e+03,5.784315859177073435e+03,5.795048939154055006e+03,5.804866287781473147e+03,5.813986938018371802e+03,5.820541484643687909e+03,5.825733377673539508e+03,5.829581243680751868e+03,5.833509272494086872e+03
5.464651350518056461e+03,5.497372554006091377e+03,5.534757357345867604e+03,5.568052883516398651e+03,5.600702349302689981e+03,5.627449566391440385e+03,5.651032698098544643e+03,5.672871932350294628e+03,5.693580490445518990e+03,5.711506260266549361e+03,5.729726374568742358e+03,5.747133462214644169e+03,5.765558848415141256e+03,5.782667694393107922e+03,5.797370915556000909e+03,5.808620561504828402e+03,5.818543301612422511e+03,5.827078509170268262e+03,5.832858640861066306e+03,5.837555053758895156e+03,5.842051416858775156e+03,5.847759036768143233e+03
